LOAN_ID,ACCOUNT_ID,`DATE`,AMOUNT,DURATION,PAYMENTS,STATUS
6644,8039,2021-06-03,93600,24,3900,Contract Finished
6354,6688,2021-06-09,22968,36,638,Running contract
5082,501,2021-06-15,262980,60,4383,Running contract
6585,7795,2021-06-21,372120,60,6202,Running contract
6921,9422,2021-06-27,86184,12,7182,Contract Finished
5366,2062,2021-07-03,86184,12,7182,Contract Finished
5886,4447,2021-07-09,192744,36,5354,Running contract
5741,3754,2021-07-15,68544,24,2856,Contract Finished
4996,132,2021-07-21,88440,12,7370,Contract Finished
6015,5001,2021-07-27,110112,24,4588,Contract Finished
6309,6434,2021-08-02,110136,24,4589,Contract Finished
6073,5263,2021-08-08,276300,60,4605,Running contract
6006,4948,2021-08-14,359760,60,5996,Running contract
5611,3115,2021-08-20,321180,60,5353,Running contract
6944,9548,2021-08-26,46176,48,962,Running contract
7101,10297,2021-09-01,421008,48,8771,Running contract
6599,7859,2021-09-07,72120,12,6010,Contract Finished
6940,9510,2021-09-13,228276,36,6341,Running contract
5209,1250,2021-09-19,182640,48,3805,Running contract
5388,2153,2021-09-25,61560,12,5130,Contract Finished
6011,4981,2021-10-01,179328,48,3736,Running contract
5591,3021,2021-10-07,155616,48,3242,Running contract
7154,10520,2021-10-13,417600,60,6960,Running contract
7130,10411,2021-10-19,123408,24,5142,Contract Finished
6818,9030,2021-10-25,155616,48,3242,Running contract
5625,3189,2021-10-31,222180,60,3703,Client `in` debt
6805,8972,2021-11-06,45024,48,938,Running contract
7233,10963,2021-11-12,115812,36,3217,Running contract
7308,11362,2021-11-18,129408,24,5392,Contract Finished
5895,4473,2021-11-24,93960,60,1566,Running contract
7122,10365,2021-11-30,260640,36,7240,Client `in` debt
6173,5724,2021-12-06,232560,48,4845,Running contract
6142,5591,2021-12-12,221880,60,3698,Running contract
5358,2018,2021-12-18,38520,12,3210,Contract Finished
6095,5358,2021-12-24,68340,60,1139,Running contract
6878,9242,2021-12-30,23184,12,1932,Contract Finished
6554,7637,2022-01-05,390096,48,8127,Running contract
6793,8931,2022-01-11,186300,60,3105,Running contract
7286,11271,2022-01-17,67320,36,1870,Running contract
6076,5269,2022-01-23,117420,60,1957,Running contract
5134,825,2022-01-29,53076,12,4423,Contract Finished
5419,2246,2022-02-04,415800,60,6930,Running contract
6255,6158,2022-02-10,247920,48,5165,Client `in` debt
5656,3353,2022-02-16,146064,24,6086,Running contract
6934,9494,2022-02-22,116832,12,9736,Contract Finished
6028,5072,2022-02-28,317520,60,5292,Running contract
6490,7262,2022-03-06,73260,60,1221,Running contract
6415,6950,2022-03-12,475680,48,9910,Running contract
7087,10215,2022-03-18,44304,24,1846,Running contract
5420,2247,2022-03-24,72504,24,3021,Running contract
5977,4803,2022-03-30,59136,48,1232,Running contract
6824,9052,2022-04-05,71976,24,2999,Client `in` debt
5207,1244,2022-04-11,35904,48,748,Running contract
7115,10351,2022-04-17,88704,48,1848,Running contract
7250,11069,2022-04-23,119136,48,2482,Running contract
6010,4969,2022-04-29,150180,60,2503,Running contract
6088,5317,2022-05-05,90180,36,2505,Running contract
5682,3455,2022-05-11,67464,12,5622,Contract Finished
7201,10807,2022-05-17,67464,12,5622,Contract Finished
6938,9504,2022-05-23,341280,60,5688,Running contract
6875,9235,2022-05-29,83280,48,1735,Running contract
5953,4715,2022-06-04,97176,24,4049,Running contract
5942,4681,2022-06-10,162624,48,3388,Running contract
5382,2134,2022-06-16,22932,36,637,Running contract
6377,6792,2022-06-22,17184,12,1432,Contract Finished
5931,4618,2022-06-28,66696,24,2779,Client `in` debt
5992,4863,2022-07-04,76080,12,6340,Contract Finished
5790,4033,2022-07-10,84288,48,1756,Running contract
6753,8688,2022-07-16,67980,12,5665,Contract Finished
6562,7674,2022-07-22,94488,24,3937,Running contract
7046,10049,2022-07-28,91632,12,7636,Contract Finished
5868,4361,2022-08-03,90156,12,7513,Contract Finished
5784,3967,2022-08-09,84600,36,2350,Client `in` debt
5878,4415,2022-08-15,74040,12,6170,Contract Finished
5110,675,2022-08-21,102240,60,1704,Running contract
5210,1252,2022-08-27,148140,36,4115,Running contract
7230,10954,2022-09-02,18720,60,312,Running contract
5005,176,2022-09-08,27456,12,2288,Contract Finished
6871,9225,2022-09-14,164256,48,3422,Running contract
5363,2051,2022-09-20,293880,60,4898,Client `in` debt
7253,11079,2022-09-26,98304,12,8192,Contract Finished
6055,5181,2022-10-02,399120,60,6652,Running contract
5072,472,2022-10-08,196800,24,8200,Client `in` debt
6913,9377,2022-10-14,99936,24,4164,Running contract
6386,6856,2022-10-20,124344,36,3454,Running contract
5634,3229,2022-10-26,39024,12,3252,Contract Finished
5758,3859,2022-11-01,307200,60,5120,Client `in` debt
6819,9031,2022-11-07,50112,24,2088,Running contract
7088,10233,2022-11-13,239160,60,3986,Running contract
5039,314,2022-11-19,66840,24,2785,Running contract
5532,2754,2022-11-25,335280,48,6985,Running contract
6037,5118,2022-12-01,53232,48,1109,Running contract
6322,6510,2022-12-07,76992,24,3208,Running contract
6887,9263,2022-12-13,39576,12,3298,Contract Finished
6660,8094,2022-12-19,220428,36,6123,Running contract
5451,2350,2022-12-25,159744,48,3328,Running contract
6014,4999,2022-12-31,165168,36,4588,Running contract
5556,2872,2023-01-06,268320,60,4472,Running contract
6346,6649,2023-01-12,100260,60,1671,Running contract
5850,4293,2023-01-18,164196,36,4561,Running contract
5940,4660,2023-01-24,106944,24,4456,Running contract
7119,10361,2023-01-30,86880,12,7240,Contract Finished
5253,1447,2023-02-05,100080,48,2085,Running contract
6851,9138,2023-02-11,272220,60,4537,Client `in` debt
6695,8320,2023-02-17,309660,60,5161,Running contract
6908,9353,2023-02-23,188616,24,7859,Running contract
7255,11096,2023-02-28,213300,60,3555,Running contract
5674,3418,2023-03-06,207264,48,4318,Running contract
6278,6265,2023-03-12,87360,24,3640,Running contract
5486,2516,2023-03-18,466608,48,9721,Running contract
5174,1093,2023-03-24,385104,48,8023,Running contract
6621,7957,2023-03-30,42900,12,3575,Contract Finished
6313,6461,2023-04-05,150912,36,4192,Running contract
6435,7045,2023-04-11,288720,48,6015,Running contract
6970,9677,2023-04-17,31620,60,527,Running contract
6310,6440,2023-04-23,34572,12,2881,Contract Finished
5932,4626,2023-04-29,33348,12,2779,Contract Finished
6877,9241,2023-05-05,285240,60,4754,Running contract
6763,8772,2023-05-11,88272,48,1839,Running contract
7085,10202,2023-05-17,305424,48,6363,Running contract
7049,10063,2023-05-23,233424,36,6484,Running contract
6959,9633,2023-05-29,59448,24,2477,Client `in` debt
5214,1270,2023-06-04,74772,36,2077,Running contract
6350,6678,2023-06-10,294384,48,6133,Running contract
5063,442,2023-06-16,357840,48,7455,Client `in` debt
5041,319,2023-06-22,369000,60,6150,Running contract
5086,525,2023-06-28,210384,48,4383,Running contract
6942,9513,2023-07-04,18324,12,1527,Contract Finished
5270,1528,2023-07-10,191088,48,3981,Running contract
6705,8381,2023-07-16,333648,48,6951,Client `in` debt
7051,10068,2023-07-22,77808,12,6484,Contract Finished
6758,8742,2023-07-28,33144,12,2762,Contract Finished
6249,6138,2023-08-03,67608,24,2817,Running contract
5808,4099,2023-08-09,41856,48,872,Running contract
5377,2116,2023-08-15,92400,12,7700,Contract Finished
5446,2334,2023-08-21,48312,24,2013,Running contract
5856,4320,2023-08-27,51360,12,4280,Loan `Not` Paid
4986,97,2023-09-02,102876,12,8573,Contract Finished
7001,9859,2023-09-08,300600,60,5010,Running contract
6677,8169,2023-09-14,97980,60,1633,Running contract
6665,8114,2023-09-20,99300,60,1655,Running contract
5817,4127,2023-09-26,100800,24,4200,Client `in` debt
6984,9730,2023-10-02,116040,60,1934,Running contract
6541,7565,2023-10-08,153504,48,3198,Running contract
5117,718,2023-10-14,76944,12,6412,Contract Finished
6097,5362,2023-10-20,202848,48,4226,Running contract
5389,2165,2023-10-26,78600,24,3275,Running contract
7219,10905,2023-11-01,57120,48,1190,Running contract
6338,6592,2023-11-07,390660,60,6511,Running contract
6922,9424,2023-11-13,83628,36,2323,Running contract
5367,2064,2023-11-19,83628,36,2323,Running contract
5638,3249,2023-11-25,68124,12,5677,Contract Finished
5830,4190,2023-12-01,405780,60,6763,Running contract
5338,1888,2023-12-07,57360,12,4780,Loan `Not` Paid
6007,4949,2023-12-13,289920,48,6040,Running contract
6612,7907,2023-12-19,97392,12,8116,Contract Finished
5718,3637,2023-12-25,14028,12,1169,Contract Finished
6104,5395,2023-12-31,158184,36,4394,Running contract
5229,1329,2024-01-06,23520,12,1960,Contract Finished
6625,7966,2024-01-12,473280,60,7888,Client `in` debt
5206,1242,2024-01-18,128544,24,5356,Running contract
5963,4746,2024-01-24,204780,60,3413,Running contract
4990,110,2024-01-30,162576,36,4516,Running contract
6641,8026,2024-02-05,128268,36,3563,Running contract
5369,2080,2024-02-11,214596,36,5961,Running contract
6196,5837,2024-02-17,177804,36,4939,Running contract
5236,1374,2024-02-23,389136,48,8107,Running contract
5719,3664,2024-03-01,271584,48,5658,Running contract
5643,3273,2024-03-07,94512,12,7876,Loan `Not` Paid
7050,10065,2024-03-13,311232,48,6484,Running contract
6355,6699,2024-03-19,127200,48,2650,Running contract
6688,8268,2024-03-25,8616,24,359,Running contract
6239,6083,2024-03-31,360864,48,7518,Client `in` debt
5531,2753,2024-04-06,66432,24,2768,Running contract
6113,5445,2024-04-12,78696,36,2186,Running contract
7181,10679,2024-04-18,197808,24,8242,Running contract
6118,5477,2024-04-24,349392,48,7279,Running contract
7264,11141,2024-04-30,44940,12,3745,Contract Finished
5343,1906,2024-05-06,44952,24,1873,Running contract
5051,378,2024-05-12,230400,60,3840,Running contract
5779,3942,2024-05-18,107352,36,2982,Running contract
6605,7890,2024-05-24,79344,48,1653,Running contract
6655,8085,2024-05-30,260400,60,4340,Client `in` debt
6534,7542,2024-06-05,590820,60,9847,Running contract
5681,3448,2024-06-11,68664,24,2861,Running contract
6607,7894,2024-06-17,153144,36,4254,Running contract
6242,6097,2024-06-23,26208,36,728,Running contract
7242,11027,2024-06-29,48096,24,2004,Running contract
7277,11231,2024-07-05,89280,12,7440,Contract Finished
6675,8158,2024-07-11,238716,36,6631,Running contract
5398,2187,2024-07-17,53472,12,4456,Contract Finished
5956,4725,2024-07-23,168264,36,4674,Running contract
5731,3711,2024-07-29,460980,60,7683,Client `in` debt
6956,9631,2024-08-04,59448,24,2477,Running contract
6437,7052,2024-08-10,63972,36,1777,Client `in` debt
5447,2335,2024-08-16,541200,60,9020,Client `in` debt
5973,4784,2024-08-22,219456,48,4572,Running contract
6075,5267,2024-08-28,129312,24,5388,Client `in` debt
5281,1580,2024-09-03,194256,24,8094,Running contract
5103,666,2024-09-09,12540,12,1045,Contract Finished
6468,7176,2024-09-15,203940,60,3399,Running contract
7209,10857,2024-09-21,385560,60,6426,Client `in` debt
5584,2986,2024-09-27,24792,24,1033,Running contract
4988,103,2024-10-03,265320,36,7370,Client `in` debt
6502,7424,2024-10-09,30276,12,2523,Contract Finished
5651,3329,2024-10-15,19248,12,1604,Contract Finished
4962,25,2024-10-21,30276,12,2523,Contract Finished
5862,4342,2024-10-27,100128,24,4172,Running contract
7199,10789,2024-11-02,45768,12,3814,Contract Finished
6727,8505,2024-11-08,42840,12,3570,Contract Finished
